,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
6210,24.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,1
6211,23.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,1
6212,33.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,69.0,computer / hardware / software,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,atheism,40
6213,23.0,2.0,vegetarian,2.0,never,graduated from college/university,white,64.0,law / legal services,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,none,41
6214,31.0,5.0,anything,1.0,never,graduated from college/university,mixed,72.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,23
6215,37.0,3.0,anything,2.0,never,graduated from grad,black,66.0,artistic / musical / writer,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,36
6216,28.0,6.0,vegetarian,1.0,never,graduated from college/university,mixed,62.0,transportation,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,13
6217,43.0,5.0,anything,0.0,never,graduated from college/university,black,65.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,other,2
6218,34.0,3.0,vegetarian,2.0,never,graduated from grad,white,65.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,atheism,46
6219,29.0,5.0,anything,0.0,never,graduated from grad,mixed,67.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,other,17
6220,21.0,5.0,anything,2.0,never,working on college/university,asian,68.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,9
6221,56.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,7
6222,48.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,construction / craftsmanship,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,other,27
6223,44.0,2.0,anything,2.0,never,graduated from high school,mixed,65.0,transportation,whatever,trying to quit,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,catholicism,2
6224,33.0,3.0,other,2.0,never,space camp,white,67.0,other,matters,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,12
6225,49.0,3.0,other,2.0,never,graduated from college/university,white,63.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,judaism,47
6226,28.0,2.0,anything,2.0,never,graduated from college/university,asian,63.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,13
6227,42.0,3.0,anything,2.0,sometimes,space camp,mixed,72.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,buddhism,39
6228,40.0,3.0,anything,2.0,never,working on college/university,white,72.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,4
6229,29.0,1.0,anything,2.0,never,graduated from college/university,asian,70.0,computer / hardware / software,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,32
6230,26.0,5.0,anything,2.0,never,graduated from grad,white,76.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,none,25
6231,36.0,3.0,anything,2.0,never,space camp,white,75.0,construction / craftsmanship,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,16
6232,22.0,4.0,anything,2.0,never,working on college/university,white,70.0,student,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,9
6233,30.0,5.0,anything,2.0,never,graduated from college/university,indian,69.0,banking / financial / real estate,whatever,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,hinduism.,17
6234,49.0,2.0,anything,2.0,never,graduated from college/university,white,66.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,catholicism,47
6235,26.0,6.0,anything,2.0,never,space camp,mixed,69.0,executive / management,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,37
6236,32.0,5.0,vegetarian,2.0,never,graduated from college/university,white,66.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,none,46
6237,34.0,3.0,anything,2.0,never,graduated from grad,asian,67.0,banking / financial / real estate,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,none,12
6238,26.0,3.0,anything,2.0,never,graduated from college/university,white,65.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,49
6239,25.0,5.0,anything,2.0,never,working on grad,white,71.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
6240,19.0,3.0,anything,2.0,never,working on college/university,asian,63.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,18
6241,38.0,4.0,anything,0.0,never,graduated from college/university,asian,64.0,computer / hardware / software,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,christianity,36
6242,30.0,5.0,anything,2.0,sometimes,graduated from college/university,white,71.0,computer / hardware / software,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,no,no,atheism,32
6243,25.0,5.0,anything,2.0,never,graduated from grad,asian,67.0,medicine / health,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,33
6244,30.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,32
6245,24.0,5.0,anything,1.0,never,working on college/university,mixed,72.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
6246,61.0,3.0,other,2.0,never,graduated from grad,white,70.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,7
6247,20.0,4.0,vegetarian,2.0,never,graduated from college/university,mixed,67.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,8
6248,33.0,2.0,anything,2.0,never,graduated from high school,white,70.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,atheism,44
6249,25.0,3.0,anything,2.0,never,working on college/university,asian,67.0,other,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,49
6250,27.0,5.0,vegetarian,1.0,never,graduated from college/university,white,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,none,37
6251,57.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,7
6252,31.0,5.0,anything,2.0,never,graduated from college/university,asian,72.0,medicine / health,does_not_matter,trying to quit,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,23
6253,28.0,5.0,anything,2.0,never,graduated from grad,asian,71.0,computer / hardware / software,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,none,0
6254,43.0,3.0,anything,3.0,sometimes,working on college/university,white,70.0,other,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,39
6255,26.0,2.0,anything,2.0,never,graduated from college/university,white,69.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,37
6256,29.0,1.0,anything,1.0,never,graduated from college/university,asian,65.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,22
6257,29.0,3.0,anything,2.0,never,working on college/university,mixed,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,22
6258,28.0,5.0,anything,2.0,never,graduated from grad,white,69.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,37
6259,29.0,3.0,anything,2.0,never,graduated from grad,hispanic / latin,68.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,22
6260,29.0,5.0,vegetarian,2.0,never,graduated from grad,mixed,72.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,23
6261,23.0,3.0,anything,1.0,never,graduated from college/university,mixed,73.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,1
6262,32.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,40
6263,28.0,5.0,anything,2.0,sometimes,graduated from grad,white,72.0,artistic / musical / writer,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,atheism,0
6264,38.0,3.0,anything,2.0,never,working on college/university,asian,70.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,14
6265,28.0,5.0,anything,2.0,never,graduated from grad,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,37
6266,25.0,5.0,anything,3.0,never,space camp,white,72.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,1
6267,29.0,5.0,anything,2.0,never,graduated from college/university,mixed,62.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,13
6268,25.0,5.0,anything,3.0,sometimes,graduated from college/university,white,71.0,science / tech / engineering,whatever,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,other,1
6269,26.0,3.0,vegetarian,2.0,never,graduated from college/university,white,65.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,49
6270,50.0,3.0,anything,3.0,never,graduated from college/university,white,70.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,27
6271,28.0,5.0,anything,0.0,never,working on grad,white,75.0,science / tech / engineering,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,none,25
6272,48.0,5.0,other,0.0,never,graduated from college/university,white,75.0,law / legal services,matters,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,other,28
6273,28.0,3.0,anything,1.0,never,graduated from grad,asian,69.0,computer / hardware / software,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,37
6274,38.0,4.0,vegetarian,2.0,sometimes,graduated from college/university,white,63.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,43
6275,31.0,4.0,anything,2.0,never,working on college/university,white,73.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,23
6276,25.0,3.0,anything,2.0,never,working on college/university,asian,69.0,entertainment / media,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,26
6277,21.0,2.0,anything,2.0,sometimes,working on college/university,mixed,65.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,8
6278,38.0,5.0,anything,2.0,never,graduated from high school,hispanic / latin,67.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,other,20
6279,23.0,2.0,anything,2.0,never,working on high school,hispanic / latin,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,catholicism,26
6280,45.0,5.0,vegetarian,1.0,never,graduated from high school,white,69.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,24
6281,43.0,5.0,anything,1.0,never,graduated from grad,white,72.0,medicine / health,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,none,39
6282,34.0,5.0,anything,2.0,sometimes,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,40
6283,32.0,2.0,vegetarian,2.0,never,space camp,white,65.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,agnosticism,35
6284,29.0,3.0,anything,2.0,never,graduated from college/university,mixed,65.0,science / tech / engineering,whatever,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,agnosticism,34
6285,30.0,3.0,anything,2.0,never,graduated from college/university,mixed,73.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,23
6286,26.0,5.0,anything,2.0,sometimes,working on grad,white,70.0,student,whatever,when drinking,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,0
6287,27.0,5.0,anything,1.0,never,working on college/university,white,71.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,0
6288,25.0,2.0,anything,1.0,never,graduated from college/university,white,67.0,clerical / administrative,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,49
6289,46.0,5.0,anything,2.0,never,graduated from grad,mixed,71.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,catholicism,28
6290,25.0,4.0,vegetarian,0.0,never,graduated from high school,hispanic / latin,67.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,atheism,33
6291,23.0,5.0,other,2.0,sometimes,graduated from college/university,white,72.0,sales / marketing / biz dev,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,1
6292,40.0,3.0,vegetarian,2.0,never,graduated from grad,white,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,39
6293,29.0,4.0,anything,2.0,never,graduated from college/university,mixed,68.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,17
6294,32.0,5.0,anything,2.0,never,graduated from grad,indian,66.0,law / legal services,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,46
6295,36.0,3.0,anything,3.0,never,graduated from grad,white,70.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,14
6296,27.0,4.0,anything,2.0,sometimes,graduated from college/university,white,67.0,artistic / musical / writer,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,37
6297,30.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,32
6298,38.0,2.0,anything,2.0,never,graduated from college/university,mixed,66.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism,36
6299,29.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,17
6300,26.0,3.0,anything,2.0,never,graduated from college/university,hispanic / latin,62.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,3
6301,36.0,5.0,anything,2.0,never,graduated from college/university,white,73.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,16
6302,20.0,3.0,anything,2.0,sometimes,working on college/university,white,69.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,9
6303,49.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,other,whatever,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,buddhism,27
6304,25.0,5.0,anything,2.0,never,working on grad,white,73.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,1
6305,36.0,2.0,anything,2.0,sometimes,graduated from college/university,white,68.0,entertainment / media,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,12
6306,39.0,3.0,anything,2.0,never,graduated from grad,white,74.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,38
6307,27.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,sales / marketing / biz dev,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,0
6308,20.0,3.0,anything,2.0,never,working on college/university,white,70.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,judaism,9
6309,45.0,5.0,anything,0.0,never,graduated from high school,black,72.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,islam,28
6310,33.0,4.0,anything,2.0,never,graduated from college/university,white,68.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,40
6311,31.0,6.0,other,2.0,never,graduated from college/university,white,75.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,23
6312,24.0,2.0,anything,2.0,never,space camp,mixed,66.0,other,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,49
6313,23.0,5.0,anything,2.0,never,working on college/university,hispanic / latin,66.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,christianity,33
6314,24.0,2.0,anything,3.0,never,graduated from college/university,white,67.0,hospitality / travel,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,33
6315,23.0,3.0,anything,1.0,never,graduated from college/university,mixed,66.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,41
6316,25.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,37
6317,63.0,5.0,vegetarian,2.0,never,graduated from grad,white,65.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,none,45
6318,27.0,4.0,anything,2.0,never,graduated from college/university,mixed,65.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,42
6319,26.0,3.0,other,2.0,never,working on college/university,hispanic / latin,72.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,none,0
6320,20.0,5.0,anything,1.0,never,working on college/university,white,70.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,other,9
6321,48.0,3.0,anything,2.0,never,graduated from college/university,white,73.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,other,28
