,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
16048,45967,54,single,m,straight,5,vegan,2,never,graduated from college/university,black,69.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
4759,13667,28,single,m,gay,4,anything,2,never,working on college/university,hispanic / latin,73.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
8053,23063,28,single,m,straight,2,anything,2,never,graduated from college/university,hispanic / latin,73.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
8586,24645,53,single,m,straight,5,anything,2,never,graduated from grad,white,76.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
9426,26931,27,single,m,straight,5,anything,2,never,graduated from grad,white,76.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
19769,56793,33,single,f,bisexual,2,anything,3,sometimes,graduated from college/university,black,66.0,hospitality / travel,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
15895,45444,34,single,m,straight,3,anything,2,never,graduated from grad,asian,66.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
10176,29008,34,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none
3582,10126,33,single,m,straight,2,anything,3,never,graduated from college/university,asian,64.0,science / tech / engineering,A,whatever,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,Tatheism
11727,33498,47,single,f,straight,5,anything,2,never,graduated from grad,asian,62.0,sales / marketing / biz dev,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
880,2366,25,single,f,straight,3,anything,2,never,graduated from college/university,hispanic / latin,61.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
3772,10709,24,single,f,bisexual,2,anything,2,never,working on college/university,mixed,61.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
14952,42792,32,single,m,bisexual,3,anything,2,never,graduated from grad,white,74.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
20150,57977,22,single,f,straight,5,vegetarian,2,sometimes,graduated from college/university,white,71.0,science / tech / engineering,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
11838,33788,32,single,m,straight,5,anything,2,never,graduated from grad,asian,71.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
9745,27739,28,single,m,straight,5,anything,2,never,working on college/university,white,65.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
5425,15538,49,single,m,straight,2,anything,2,never,graduated from grad,white,71.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
2871,8069,46,single,m,straight,5,anything,3,never,graduated from college/university,white,71.0,transportation,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
18197,52437,27,single,m,straight,5,vegetarian,3,never,working on grad,white,74.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
6753,19259,29,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
12386,35343,26,single,m,straight,3,anything,2,never,graduated from college/university,asian,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
20219,58160,38,single,m,straight,5,anything,2,never,graduated from high school,hispanic / latin,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,other
11867,33862,34,single,m,straight,3,vegetarian,1,never,graduated from grad,white,76.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
11889,33941,36,single,m,straight,5,anything,3,never,graduated from grad,mixed,74.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
16956,48631,21,single,f,straight,3,anything,2,sometimes,working on college/university,white,64.0,student,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
5459,15630,26,single,f,straight,2,anything,2,never,graduated from college/university,indian,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,hinduism.
10407,29681,27,single,m,straight,5,anything,2,never,graduated from college/university,white,71.0,science / tech / engineering,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
6039,17274,25,single,m,straight,5,anything,2,sometimes,working on college/university,hispanic / latin,68.0,student,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
5085,14617,44,single,m,straight,5,anything,2,sometimes,graduated from grad,white,68.0,law / legal services,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,judaism
9533,27198,27,single,m,gay,5,anything,2,never,graduated from grad,mixed,65.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
12562,35835,26,single,m,straight,2,vegetarian,1,never,working on college/university,white,71.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
11173,31845,27,single,f,bisexual,2,vegetarian,0,never,graduated from grad,native american,69.0,other,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,buddhism
14042,40044,34,single,m,gay,1,other,1,never,graduated from high school,white,73.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
8083,23142,37,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
234,625,25,single,f,straight,5,anything,2,never,graduated from grad,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
6685,19078,24,single,f,straight,5,anything,2,never,graduated from college/university,white,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
13062,37237,44,single,m,straight,3,anything,1,never,graduated from college/university,white,71.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
14639,41867,62,single,m,gay,4,anything,1,never,graduated from grad,mixed,73.0,other,A,matters,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
7539,21619,30,single,f,straight,5,anything,2,sometimes,graduated from college/university,mixed,62.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
2074,5795,23,seeing someone,m,straight,5,anything,1,never,working on college/university,mixed,66.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
7065,20172,25,single,f,straight,3,anything,2,never,graduated from college/university,asian,62.0,other,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
8338,23888,65,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
7932,22662,35,single,m,gay,5,anything,2,never,graduated from college/university,mixed,75.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
8953,25613,34,single,f,straight,3,anything,2,never,graduated from grad,white,69.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
16128,46195,30,single,m,gay,3,anything,2,never,working on grad,asian,66.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
18691,53811,61,single,m,straight,3,anything,0,never,graduated from college/university,white,74.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
19659,56487,28,single,m,straight,4,anything,2,never,graduated from high school,mixed,67.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
18819,54155,27,single,m,straight,3,vegetarian,2,never,graduated from grad,indian,63.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,Tatheism
14498,41427,62,single,m,straight,5,other,2,never,graduated from college/university,white,70.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
12727,36317,41,single,m,straight,3,halal,2,never,graduated from college/university,indian,71.0,other,A,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,islam
6000,17170,30,single,f,straight,5,anything,2,never,graduated from grad,black,62.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
17300,49641,30,single,f,straight,4,anything,2,never,graduated from grad,white,74.0,sales / marketing / biz dev,A,whatever,when drinking,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,christianity
11573,33024,43,single,f,straight,2,anything,2,never,graduated from grad,white,65.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
4305,12345,25,single,m,straight,5,anything,3,sometimes,graduated from grad,white,69.0,sales / marketing / biz dev,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
8024,22973,22,single,f,straight,5,other,1,never,working on college/university,mixed,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
5411,15495,25,single,f,straight,2,vegetarian,2,never,working on college/university,white,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
951,2618,40,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
7124,20377,29,single,m,straight,4,anything,2,never,graduated from college/university,asian,65.0,clerical / administrative,A,whatever,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
12069,34463,23,single,m,straight,4,anything,0,never,graduated from grad,white,69.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
15659,44709,42,single,m,straight,5,anything,2,never,graduated from grad,black,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
18889,54344,23,single,f,straight,3,vegetarian,2,never,graduated from high school,white,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
6160,17614,29,single,m,straight,3,anything,2,never,graduated from college/university,white,70.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
16931,48559,33,single,f,straight,2,anything,2,sometimes,graduated from grad,white,66.0,law / legal services,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
917,2497,29,single,f,straight,4,anything,2,never,working on grad,white,68.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,christianity
14183,40471,27,single,m,straight,5,anything,2,never,graduated from college/university,asian,68.0,banking / financial / real estate,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
8723,25008,53,single,m,gay,4,anything,0,sometimes,graduated from college/university,white,74.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,other
16523,47390,40,single,m,straight,3,other,2,never,graduated from high school,mixed,70.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
11909,33994,30,single,m,straight,5,anything,2,never,graduated from college/university,mixed,68.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
4921,14130,39,single,m,straight,5,anything,3,never,graduated from grad,white,72.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
5396,15435,52,single,m,straight,2,anything,1,never,working on college/university,white,75.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
1038,2880,27,single,m,straight,5,anything,2,never,graduated from grad,asian,70.0,banking / financial / real estate,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
12242,34979,32,single,f,straight,5,vegan,1,never,graduated from college/university,white,68.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
5034,14466,35,single,f,straight,4,anything,2,never,graduated from college/university,asian,66.0,entertainment / media,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
4649,13319,49,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,67.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
18477,53223,55,single,f,straight,3,anything,2,never,graduated from college/university,asian,61.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
9914,28266,20,single,m,straight,4,vegetarian,0,never,working on college/university,white,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
16113,46142,41,single,m,straight,5,anything,3,never,graduated from grad,white,67.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
5809,16598,31,single,m,straight,5,vegetarian,1,sometimes,graduated from college/university,middle eastern,72.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
1331,3700,64,single,f,straight,5,anything,2,never,graduated from grad,white,67.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
11339,32340,37,single,f,straight,2,anything,2,never,graduated from college/university,white,66.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
306,800,31,single,m,straight,5,vegan,5,sometimes,graduated from college/university,mixed,69.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
13499,38440,28,single,m,straight,5,anything,2,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
6494,18523,21,single,m,straight,5,anything,2,sometimes,working on college/university,white,70.0,student,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
13068,37258,34,single,m,straight,2,anything,2,never,graduated from grad,white,68.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,Tatheism
11344,32355,19,single,f,straight,5,anything,2,never,working on college/university,indian,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
13320,37983,37,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
4252,12184,32,single,m,straight,2,anything,2,never,graduated from grad,white,68.0,computer / hardware / software,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
20743,59745,33,single,f,gay,5,anything,2,never,graduated from college/university,white,67.0,hospitality / travel,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
9282,26496,44,single,f,straight,4,anything,2,never,graduated from grad,white,66.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
19331,55555,34,single,m,straight,3,anything,2,sometimes,graduated from college/university,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
10560,30148,24,single,m,straight,4,anything,1,never,graduated from college/university,white,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
