,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
37770,39,single,f,straight,2,vegetarian,0,never,graduated from grad,indian,60.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,hinduism.
37771,30,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,Tatheism
37772,28,single,m,straight,3,anything,2,never,graduated from college/university,white,73.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
37775,29,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,68.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37777,24,single,m,straight,4,anything,2,sometimes,graduated from college/university,white,70.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
37781,27,single,m,straight,5,other,2,never,graduated from college/university,white,69.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
37785,38,single,m,straight,5,anything,2,never,graduated from grad,hispanic / latin,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
37789,34,single,f,straight,2,anything,1,never,graduated from college/university,white,71.0,artistic / musical / writer,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37793,28,single,m,straight,5,anything,2,never,graduated from college,white,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
37794,32,single,m,straight,3,anything,2,never,graduated from college/university,white,71.0,law / legal services,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37796,38,single,m,straight,5,anything,2,never,graduated from college/university,white,67.0,unemployed,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
37798,30,single,f,straight,1,anything,1,never,graduated from college/university,mixed,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37799,21,single,m,straight,3,anything,3,sometimes,graduated from college/university,white,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37800,22,single,m,straight,3,anything,2,never,graduated from college/university,white,74.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37810,46,single,m,straight,5,anything,0,never,graduated from college/university,white,76.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
37812,22,single,m,straight,4,anything,2,sometimes,working on college/university,mixed,66.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37813,23,single,m,straight,5,anything,3,never,graduated from grad,white,70.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37815,44,single,m,straight,3,anything,0,sometimes,graduated from college,white,74.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,other
37816,22,single,m,straight,3,anything,1,never,working on college/university,asian,67.0,student,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37828,25,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,education / academia,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37832,32,single,m,straight,2,anything,3,sometimes,graduated from grad,white,68.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
37833,42,single,f,straight,2,anything,2,never,graduated from grad,asian,62.0,artistic / musical / writer,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37834,54,single,f,straight,3,anything,2,never,graduated from college/university,asian,62.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,none
37838,21,single,m,gay,3,anything,4,never,working on college/university,asian,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
37839,27,single,m,gay,4,anything,2,sometimes,graduated from college/university,white,67.0,hospitality / travel,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37840,42,single,f,straight,3,other,1,never,graduated from college/university,white,73.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37841,35,single,m,gay,5,anything,2,never,graduated from college/university,asian,69.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37844,23,single,m,gay,4,anything,2,sometimes,working on college/university,white,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37846,35,single,m,straight,4,anything,2,sometimes,graduated from grad,white,72.0,computer / hardware / software,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37852,23,single,m,straight,5,anything,2,never,graduated from college/university,white,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37855,25,single,m,straight,3,anything,2,sometimes,working on grad,middle eastern,71.0,student,A,whatever,when drinking,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
37859,33,single,f,straight,2,anything,2,never,graduated from grad,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,other
37860,64,single,f,straight,4,anything,2,sometimes,graduated from college/university,white,67.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
37864,37,single,m,straight,5,anything,0,never,graduated from grad,mixed,73.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37865,30,single,f,straight,5,anything,3,never,graduated from grad,white,66.0,medicine / health,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,none
37867,24,married,m,gay,3,anything,2,never,working on college/university,hispanic / latin,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
37873,51,single,f,straight,5,anything,2,never,graduated from grad,white,62.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37874,49,single,m,straight,5,anything,0,never,graduated from college/university,black,68.0,other,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
37875,32,single,f,straight,3,anything,1,never,graduated from grad,asian,58.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,catholicism
37877,31,single,m,gay,4,vegetarian,0,never,graduated from grad,indian,74.0,other,A,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,Tatheism
37881,38,single,m,straight,2,anything,5,never,space camp,white,77.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37884,32,single,m,bisexual,5,kosher,0,never,working on college/university,mixed,72.0,computer / hardware / software,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37885,44,single,m,straight,3,anything,2,never,graduated from grad,white,76.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
37889,43,single,m,straight,3,anything,2,sometimes,graduated from high school,mixed,71.0,other,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
37890,25,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,70.0,entertainment / media,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37894,29,single,m,straight,1,vegetarian,2,never,graduated from college/university,white,71.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37896,21,single,m,straight,4,anything,2,sometimes,working on college/university,white,70.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,none
37898,30,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
37901,28,single,m,straight,5,anything,2,never,graduated from high school,white,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
37904,44,single,m,straight,5,anything,2,never,graduated from college/university,mixed,72.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
37910,25,single,m,straight,3,anything,2,never,working on college/university,white,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
37920,32,single,m,straight,4,anything,2,never,dropped out of high school,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
37921,23,seeing someone,f,straight,2,anything,2,never,working on college/university,white,66.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,judaism
37922,32,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,other
37924,25,single,f,straight,2,anything,2,never,graduated from grad,mixed,60.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
37925,38,single,m,straight,3,anything,2,never,graduated from grad,white,73.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37927,31,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
37928,40,single,m,gay,5,anything,1,never,graduated from grad,asian,67.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
37929,52,single,f,straight,5,other,2,never,graduated from grad,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,agnosticism
37930,35,single,m,straight,3,anything,2,never,graduated from college/university,white,74.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37933,23,single,m,straight,5,other,0,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,agnosticism
37934,27,single,f,straight,3,anything,2,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,judaism
37936,24,single,f,straight,3,anything,2,never,graduated from college/university,white,63.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,judaism
37938,46,single,m,gay,3,anything,2,never,graduated from college/university,white,66.0,sales / marketing / biz dev,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37941,26,single,m,straight,3,anything,2,never,graduated from college/university,white,74.0,computer / hardware / software,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
37944,18,single,m,straight,5,anything,2,never,working on college/university,mixed,68.0,student,A,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
37945,19,single,f,straight,3,anything,2,never,working on college/university,white,64.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37955,30,single,m,straight,5,anything,0,never,working on college/university,mixed,64.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
37956,26,single,m,gay,3,anything,2,never,graduated from college/university,asian,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
37958,27,single,f,straight,4,anything,1,never,graduated from college/university,asian,62.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37960,29,single,m,straight,5,anything,3,sometimes,graduated from college/university,white,71.0,construction / craftsmanship,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37965,20,single,m,straight,5,anything,0,never,graduated from high school,mixed,68.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
37966,27,single,m,straight,5,vegetarian,2,sometimes,graduated from college/university,mixed,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,agnosticism
37967,42,single,m,straight,3,anything,2,sometimes,space camp,mixed,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,buddhism
37970,42,single,f,straight,2,anything,2,never,graduated from grad,white,67.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,none
37971,21,single,f,straight,2,vegetarian,3,never,working on college/university,white,69.0,hospitality / travel,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
37976,19,single,m,straight,5,anything,1,never,working on college/university,white,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
37977,30,single,m,straight,3,anything,3,never,graduated from grad,mixed,70.0,education / academia,A,whatever,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,Tatheism
37978,46,single,f,straight,5,anything,2,never,graduated from grad,indian,66.0,executive / management,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism
37979,21,single,f,gay,5,vegetarian,2,never,graduated from college/university,mixed,63.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
37980,46,single,m,straight,2,anything,1,never,graduated from college/university,white,70.0,transportation,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
37983,37,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
37988,60,single,f,straight,2,anything,2,never,graduated from college/university,white,65.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
37989,26,single,m,straight,3,anything,2,sometimes,space camp,white,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37993,54,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism
37995,54,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism
37998,32,single,f,straight,5,anything,1,never,working on grad,white,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
37999,45,single,m,straight,5,anything,2,never,graduated from grad,white,65.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
38001,21,single,f,straight,2,anything,2,never,working on college/university,white,68.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
38003,26,single,m,straight,5,anything,3,never,graduated from grad,white,72.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
38007,24,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
38010,30,single,m,straight,5,anything,2,never,graduated from college/university,white,63.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
