,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
59930,41,m,gay,2,anything,2,never,graduated from college/university,hispanic / latin,76,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
58251,28,m,straight,5,anything,2,never,graduated from college/university,mixed,67,other,whatever,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,catholicism,
3828,22,f,straight,6,anything,2,never,space camp,white,69,student,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
43823,26,f,straight,4,anything,2,never,space camp,white,68,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
57481,33,f,straight,2,anything,2,never,graduated from college/university,asian,65,artistic / musical / writer,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,
9292,25,f,straight,2,anything,3,never,graduated from college/university,hispanic / latin,63,unemployed,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
30057,25,m,straight,3,anything,2,sometimes,graduated from college/university,white,71,science / tech / engineering,does_not_matter,when drinking,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,other,
35099,19,m,gay,3,anything,1,never,graduated from high school,mixed,66,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,
15421,34,m,straight,4,anything,2,never,graduated from grad,white,69,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
50008,33,f,straight,5,anything,2,never,graduated from college/university,white,62,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
30261,30,m,gay,3,anything,1,never,graduated from college/university,mixed,70,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
34682,23,f,straight,3,anything,1,never,graduated from college/university,asian,62,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
17416,37,m,straight,3,anything,2,never,graduated from college/university,white,73,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,
36910,46,m,straight,3,anything,1,never,space camp,white,66,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
20733,32,m,straight,3,anything,2,never,graduated from college/university,white,78,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
36906,28,m,straight,3,anything,2,never,graduated from high school,white,74,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
16621,45,m,straight,5,anything,3,never,graduated from college/university,white,70,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,
50381,32,m,straight,4,anything,2,never,graduated from college/university,white,74,hospitality / travel,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
15422,32,f,straight,3,anything,2,never,graduated from grad,white,62,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,
45544,21,m,gay,4,vegetarian,3,sometimes,working on college/university,white,74,student,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
14673,34,m,straight,5,anything,0,never,graduated from grad,white,72,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
402,22,f,straight,6,anything,3,sometimes,graduated from college/university,white,91,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
55275,48,f,straight,5,anything,2,never,graduated from college/university,asian,68,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
19703,34,m,straight,5,anything,2,never,graduated from grad,white,76,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,
59485,25,f,straight,3,anything,3,never,working on college/university,hispanic / latin,77,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,
25991,51,f,straight,5,anything,2,never,graduated from college/university,white,60,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
10617,27,m,straight,5,vegetarian,2,never,graduated from college/university,white,72,banking / financial / real estate,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,other,
13131,20,m,straight,2,anything,2,never,graduated from high school,mixed,69,construction / craftsmanship,matters,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
45714,32,f,straight,2,anything,2,never,graduated from grad,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
40310,30,f,straight,2,anything,2,never,graduated from grad,indian,61,computer / hardware / software,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,hinduism.,
38569,34,m,straight,5,anything,2,never,graduated from college/university,black,70,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
45723,24,f,straight,3,anything,0,never,working on college/university,white,60,other,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
24515,27,m,straight,4,anything,2,never,graduated from grad,white,70,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
51576,21,f,bisexual,3,vegetarian,2,never,space camp,mixed,67,artistic / musical / writer,matters,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
8650,32,f,straight,3,anything,2,never,graduated from grad,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
40317,28,m,straight,3,anything,3,never,graduated from college/university,white,69,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
1791,27,f,gay,2,anything,2,sometimes,working on college/university,mixed,69,student,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,other,
19791,50,f,straight,5,anything,2,never,graduated from college/university,white,64,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,none,
40637,24,f,straight,2,vegetarian,3,never,graduated from college/university,mixed,63,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
43549,28,m,straight,3,anything,2,never,graduated from college/university,asian,69,banking / financial / real estate,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
5240,39,m,straight,5,anything,2,never,graduated from college/university,white,70,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,atheism,
29849,32,f,straight,5,anything,2,never,graduated from grad,asian,64,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,
5336,41,m,straight,4,anything,2,sometimes,graduated from college/university,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
38072,41,f,straight,4,vegan,2,never,graduated from college/university,white,64,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,other,
2653,24,f,bisexual,2,anything,2,never,working on college/university,mixed,62,hospitality / travel,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,
1257,35,f,straight,4,anything,2,never,graduated from college/university,white,66,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
24426,51,m,straight,5,anything,2,never,graduated from grad,white,74,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none,
31231,48,m,straight,5,anything,2,never,graduated from grad,white,70,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
23149,24,m,straight,3,anything,3,sometimes,graduated from high school,white,68,clerical / administrative,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
53373,28,m,straight,4,vegan,3,sometimes,graduated from college/university,white,69,computer / hardware / software,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,buddhism,
40871,24,m,straight,5,anything,2,never,working on college/university,white,70,military,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
27851,21,m,straight,5,anything,2,sometimes,working on college/university,white,72,student,matters,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
38244,41,m,straight,3,anything,2,never,graduated from college/university,white,72,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,agnosticism,
37011,29,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,68,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,
21049,36,f,straight,3,vegan,3,sometimes,working on college/university,white,67,executive / management,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
16923,27,m,straight,2,anything,2,never,graduated from college/university,asian,65,construction / craftsmanship,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
5889,24,f,straight,2,anything,3,never,graduated from college/university,white,63,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
30222,23,f,straight,2,kosher,2,never,graduated from college/university,white,64,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism,
50741,26,f,straight,4,vegetarian,3,sometimes,graduated from college/university,white,68,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
7804,30,m,gay,4,anything,2,never,working on grad,white,70,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
5559,24,m,gay,3,anything,2,never,working on college/university,white,68,student,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
5525,24,m,straight,5,anything,2,never,graduated from college/university,white,72,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
19887,26,f,straight,5,anything,2,never,working on college/university,hispanic / latin,66,executive / management,whatever,sometimes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity,
42379,23,m,straight,5,anything,2,sometimes,working on college/university,hispanic / latin,70,sales / marketing / biz dev,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism,
19707,28,m,straight,4,anything,2,sometimes,graduated from college/university,mixed,75,law / legal services,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
26826,29,f,straight,5,vegetarian,2,never,graduated from college/university,white,66,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
32531,43,f,straight,3,anything,0,never,graduated from grad,asian,62,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,
49594,30,f,straight,5,anything,2,never,working on grad,black,67,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
26215,25,f,straight,3,anything,2,never,working on college/university,mixed,69,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
23207,28,m,straight,5,anything,2,never,working on college/university,black,69,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
39612,56,m,straight,4,anything,1,never,dropped out of high school,white,68,retired,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,christianity,
10409,43,f,straight,5,anything,2,never,graduated from college/university,asian,65,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,catholicism,
33043,39,m,straight,5,anything,2,never,graduated from grad,white,69,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
35524,30,m,straight,5,anything,2,never,graduated from college/university,mixed,74,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
28671,37,m,straight,5,anything,3,never,graduated from grad,white,71,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
40624,43,f,straight,4,anything,2,never,graduated from college/university,asian,62,medicine / health,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other,
40938,25,f,straight,2,other,2,never,working on college/university,white,66,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
15190,28,m,straight,5,anything,2,sometimes,graduated from college/university,white,70,hospitality / travel,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
25933,27,m,straight,5,other,0,never,graduated from grad,white,68,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity,
15903,28,m,straight,3,anything,2,never,working on college/university,asian,71,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
11936,51,m,straight,5,anything,2,sometimes,graduated from college/university,white,68,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,
43277,30,m,gay,2,anything,2,never,graduated from college/university,asian,63,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
29700,30,m,gay,2,anything,3,never,graduated from grad,white,71,education / academia,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
51466,24,m,straight,3,anything,2,never,graduated from college/university,asian,72,other,does_not_matter,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
7211,26,f,bisexual,3,anything,3,sometimes,graduated from high school,white,69,sales / marketing / biz dev,whatever,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
16840,22,m,straight,5,anything,2,never,working on grad,white,72,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
43756,41,m,straight,5,anything,1,never,graduated from high school,mixed,70,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,none,
35418,30,m,straight,5,anything,1,never,space camp,white,73,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
28312,31,m,straight,5,anything,1,never,graduated from college/university,white,71,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
53332,24,f,straight,3,anything,3,never,graduated from college/university,hispanic / latin,66,student,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,none,
2424,31,m,straight,5,anything,2,never,graduated from college/university,indian,71,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
8726,53,f,straight,3,anything,1,never,graduated from high school,hispanic / latin,61,other,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,christianity,
41231,35,f,straight,5,anything,2,never,graduated from grad,black,63,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
40229,35,m,straight,5,anything,2,never,working on college/university,mixed,72,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
34387,23,f,bisexual,2,anything,4,never,graduated from high school,white,65,unemployed,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
